species,family,length_cm,length_ref,mass_grams,phylo_distance_diet_model_my,venom_yield_mg,venom_yield_ref,environment,Env_refs,dimensions,constriction,ld50_mg,species,ld50_error,Error_type,ld50_method,ld50_model_class,ld50_model,ld50_ref,fishes,inverts,amphibians,reptiles,birds,eggs,mammals,egg.bin,diet_refs,prey_size_g,max_prey_g
Aipysurus_eydouxii,Elapidae,110,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",317,424.5,0.6,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,7.85,Aipysurus_eydouxii,,,iv,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",0,4,0,0,0,94,0,yes,"Allen, W.L., Baddeley, R., Scott-Samuel, N.E. and Cuthill, I.C., 2013. The evolution and function of pattern diversity in snakes. Behavioral Ecology, 24(5), pp.1237-1250..and.Godek",12.9,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,430.5475428,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.18,Aipysurus_laevis,,"cant get Barber, D. W., Jr., Puffer, H. W., Tamiya, N., and Shynkar, T. P. (1974). Aspects of the neuromuscular activity of sea snake venom, Proc. West Pharmacol. Soc. 17: 235_238.",iv,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,195.6300122,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.19,Aipysurus_laevis,0.16-0.24,5% Fiducial limits,im,fish,Chromis_nitida,"Zimmerman, K. D., Harold Heatwole, and H. I. Davies. ""Survival times and resistance to sea snake (Aipysurus laevis) venom by five species of prey fish."" Toxicon 30.3 (1992): 259-264.",89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,195.6300122,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.09,Aipysurus_laevis,0.08-0.09,5% Fiducial limits,im,fish,Chromis_atripectoralis,"Zimmerman, K. D., Harold Heatwole, and H. I. Davies. ""Survival times and resistance to sea snake (Aipysurus laevis) venom by five species of prey fish."" Toxicon 30.3 (1992): 259-264.",89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,195.6300122,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.27,Aipysurus_laevis,0.022-0.38,5% Fiducial limits,im,fish,Dascylhus_aruanus,"Zimmerman, K. D., Harold Heatwole, and H. I. Davies. ""Survival times and resistance to sea snake (Aipysurus laevis) venom by five species of prey fish."" Toxicon 30.3 (1992): 259-264.",89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,195.4372412,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.09,Aipysurus_laevis,0.08-0.13,5% Fiducial limits,im,fish,Istiblennius_meleagris,"Zimmerman, K. D., Harold Heatwole, and H. I. Davies. ""Survival times and resistance to sea snake (Aipysurus laevis) venom by five species of prey fish."" Toxicon 30.3 (1992): 259-264.",89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,195.4372412,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.25,Aipysurus_laevis,0.22-0.27,5% Fiducial limits,im,fish,Istiblennius_edentulus,"Zimmerman, K. D., Harold Heatwole, and H. I. Davies. ""Survival times and resistance to sea snake (Aipysurus laevis) venom by five species of prey fish."" Toxicon 30.3 (1992): 259-264.",89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,430.5475428,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.05,Aipysurus_laevis,,"cant get Barber, D. W., Jr., Puffer, H. W., Tamiya, N., and Shynkar, T. P. (1974). Aspects of the neuromuscular activity of sea snake venom, Proc. West Pharmacol. Soc. 17: 235_238.",im,mammal,Mus_musculus,Handbook of Natural Toxins: Reptile Venoms and Toxins,89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,430.5475428,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.13,Aipysurus_laevis,,none,im,mammal,Mus_musculus,Tamiya and Puffer 1974. Lethality of sea snake venoms. Toxicon 12 pp 85-87,89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,430.5475428,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.084,Aipysurus_laevis,0.069-0.103,95_confidence_interval,sc,mammal,Mus_musculus,Minton 1983. Lethal Toxicity of venoms of snakes from the coral sea Toxicon 21:901,89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Aipysurus_laevis,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,430.5475428,10.5,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,yes,0.45,Aipysurus_laevis,,none meadured as half minimum lethal dose,sc,mammal,Mus_musculus,Baxter and Heather 1974 CROSS-NEUTRALIZATION BY TIGER SNAKE (NOTSCHIS SCUTATUS) ANTIVENENE AND SEA SNAKE (ENHYDRINA SCHISTOSA) ANTIVENENE AGAINST SEVERAL SEA SNAKE VENOMS,89,11,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,12.9
Alsophis_portoricensis,Dipsadidae,114,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",179,352.016,5.9,"Weinstein, S.A., Warrell, D.A., White, J. and Keyler, D.E., 2011. _Venomous Bites from Non-Venomous Snakes: A Critical Analysis of Risk and Management of _Colubrid Snake Bites. Elsevier.",terrestrial,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,yes,2.1,Alsophis_portoricensis,,none given,ip,mammal,Mus_musculus,"Weldon, C.L. and Mackessy, S.P., 2010. Biological and proteomic analysis of venom from the Puerto Rican Racer (Alsophis portoricensis: Dipsadidae). Toxicon, 55(2), pp.558-569.",0,0,8.7,89.3,0,0,0,no,"Rodr身uez-Robles, J.A. and Leal, M., 1993. Effects of prey type on the feeding behavior of Alsophis portoricensis (Serpentes: Colubridae). Journal of Herpetology, pp.163-168.; Henderson, R.W. and Sajdak, R.A., 1996. Diets of West Indian racers (Colubridae: Alsophis): composition and biogeographic implications. Contributions to West Indian herpetology: a tribute to Albert Schwartz, pp.327-338.",NA,8.4
Alsophis_portoricensis,Dipsadidae,114,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",179,122.6432598,5.9,"Weinstein, S.A., Warrell, D.A., White, J. and Keyler, D.E., 2011. _Venomous Bites from Non-Venomous Snakes: A Critical Analysis of Risk and Management of _Colubrid Snake Bites. Elsevier.",terrestrial,"de Queiroz, A. & Rodr身uez_Robles, J. A. Historical contingency and animal diets: the origins of egg eating in snakes. The American Naturalist 167, 684-694 (2006).",1,yes,3.8,Alsophis_portoricensis,,none given,ip,lizard,Anolis_carolinensis,"Weldon, C.L. and Mackessy, S.P., 2010. Biological and proteomic analysis of venom from the Puerto Rican Racer (Alsophis portoricensis: Dipsadidae). Toxicon, 55(2), pp.558-569.",0,0,8.7,89.3,0,0,0,no,"Rodr身uez-Robles, J.A. and Leal, M., 1993. Effects of prey type on the feeding behavior of Alsophis portoricensis (Serpentes: Colubridae). Journal of Herpetology, pp.163-168.; Henderson, R.W. and Sajdak, R.A., 1996. Diets of West Indian racers (Colubridae: Alsophis): composition and biogeographic implications. Contributions to West Indian herpetology: a tribute to Albert Schwartz, pp.327-338.",NA,8.4
Astrotia_stokesii,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,419,31.3,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.26,Astrotia_stokesii,,,iv,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,0.89
Astrotia_stokesii,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,419,31.3,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.3,Astrotia_stokesii,,,sc,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,0.89
Astrotia_stokesii,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,419,31.3,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,3.5,Astrotia_stokesii,,,im,mammal,Mus_musculus,"Mackessy, S.P. and Tu, A.T., 1993. Biology of the sea snakes and biochemistry of their venoms. Toxin-related Diseases: Poisons Originating from Plants, Animals and Spoilage. New Delhi: Oxford & IBH Publishing Co, pp.305-51.",100,0,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,0.89
Astrotia_stokesii,Elapidae,200,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",1338,229.9,31.3,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",aquatic,"Navy, U. Poisonous snakes of the world. US Govt New York: Dover Publications Inc, 203-206 (1991). ",3,no,0.11,Astrotia_stokesii,,,im,fish,Carassius_auratus,"Gopalakrishnakone, P., Wollberg, M. and Kochva, E., 1994. The venom apparatus of sea snakes. Sea snake toxinology, pp.37-65.",100,0,0,0,0,0,0,no,"Voris, H.K. and Voris, H.H., 1983. Feeding strategies in marine snakes: an analysis of evolutionary, morphological, behavioral and ecological relationships. American Zoologist, 23(2), pp.411-425.",NA,0.89
Atractaspis_bibronii,Lamprophiidae,63,"Branch, W. R. Field guide to snakes and other reptiles of southern Africa.  (Struik, 1998). ",41,295.3077517,1,"Warrell, D.A., 1985. Warrell, D.A., 1985. The burrowing asps genus Atractaspis, a tropical group of venomous snakes: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.",terrestrial,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,no,1.3,Atractaspis_bibronii,0.06-2.2,range,iv,mammal,Mus_musculus,"Warrell, D.A., 1985. Warrell, D.A., 1985. The burrowing asps genus Atractaspis, a tropical group of venomous snakes: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.",0,0,2.8,75.2,0,1,21.9,yes,"Shine, R., Branch, W.R., Harlow, P.S., Webb, J.K. and Shine, T., 2006. Biology of burrowing asps (Atractaspididae) from Southern Africa. Copeia, 2006(1), pp.103-115.",23.52,95
Atractaspis_microlepidota,Lamprophiidae,107,"Boback, S. M. & Guyer, C. A test of reproductive power in snakes. Ecology 89, 1428-1435 (2008)",182,105.4499999,8,"Warrell, D.A., 1985. Warrell, D.A., 1985. The burrowing asps genus Atractaspis, a tropical group of venomous snakes: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.",terrestrial,"Spawls, S., Branch, B. & Branch, W. R. The dangerous snakes of Africa: natural history, species directory, venoms, and snakebite.  (Ralph Curtis Pub, 1995). ",1,no,1.3,Atractaspis_microlepidota,0.06-2.2,,iv,mammal,Mus_musculus,"Warrell, D.A., 1985. Warrell, D.A., 1985. The burrowing asps genus Atractaspis, a tropical group of venomous snakes: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.: Kochva, E., Wollberg, Z. and Golani, I.(Department of Zoology, Tel Aviv University, Israel). Toxicon, 23(4), p.623.",0,0,0,100,0,0,0,no,"Shine, R., Branch, W.R., Harlow, P.S., Webb, J.K. and Shine, T., 2006. Biology of burrowing asps (Atractaspididae) from Southern Africa. Copeia, 2006(1), pp.103-115.",6,6
